word,definition
طلف,(أطْلَفَ) فلان: بَطَلَ ثأر خَصْمه. و- دَمَ القتِيل: أهْدَرَهُ. و- مالَ فلانٍ أو حقّه: أَبطله. و- فلانا كذا: وهَبَهُ له. ; (طلَّفَ) عليه: نيّفَ وزادَ. ; (الطَّلْفُ): الهَدَرُ. و- الباطِلُ. ; (الطَّلَفُ): الطَّلْفُ. و- الهَيّن من الشيء. و- الفاضلُ عن الشيءِ. و- العَطاءُ. و- الهبَة. ; (الطَّلِيفُ): الطَّلْف. و-. المَجَّان. و- الهَيِّنُ الرخيص.
طلق,(طَلَقَ) -ُ طُلُوقًا، وطَلاقا: تحرّر من قيدهِ ونحوهِ. و- المرأة من زوجها طَلاقًا: تحللت من قيد الزوج وخرجت من عِصْمَتِهِ. و- يَدهُ بالخير: طلْقًا: بَسَطَها للجُودِ والبَذْلِ. و- فلانا الشيءَ: أعْطَاهُ إِياه. ; (طَلِقَ) -َ طَلَقًا: تباعَدَ. ; (طَلُقَ) -ُ طُلوقة، و طَلاقة: طَلَقَ. و- الَيدُ: جادَت. و- الوجْهُ: تهلَّلَ واستبشرَ. و- اللِّسانُ: فَصُحَ وعَذُبَ منطقه. و- فلانٌ: كان طَلْقَ الوَجْهِ أو اللسانِ. و- الَيومُ: طاب وخَلا من الحَرِّ والبرْدِ. و.- المرأةَُ من زَوْجها طَلاقا: طَلَقت. ; (طُلِقَتِ) المرأةَُ أَو الحامِلُ في المخاضِ: أصَابها وَجَعُ الولادَة. فهي مَطلوقَة. ; (أطلقَ) القومُ: طَلَقتْ إِبلُهم ونحوُها في طلب الكلأ والماء. و- الشيءَ: حَلّهُ وخرَّرَهُ. يقال: أطلق الأسيرَ ونحوه. ويقال: أطلق الماشيةَ: أرسلها إلى المرْعَى أو غيره. وأَطلق خَيْلَهُ في الْحَلْبةِ ونحوها: أجراها. وأطلق المرأةَ: حَرَّرَها من قيد الزواج. وأطلق له العِنان: أرسلهُ وتَرَكَه. و- له التصَرُّفَ: أباحَهُ. و- الدواءُ ونحوُه بَطْنَهُ: مشّاهُ وأسْهلهُ. و- الكلامَ: لم يقيّدْهُ بشرط. و- يَدهُ بخير أو غيره: فتَحَها وبسطها. و- المِدفعَ ونحوه: جعله يقذِف ما فيه. (مو). و- كذا على كذا: جَعَلَه عَلَمًا له وسِمَة عليه، أو وَضَعَهُ له واستعمَلهُ فيه. (مو). ; (طلّقهُ): أطلقهُ. ; (طلقَ): انْشرحَ. ويقال: اطَّلقت نفْسُهُ، وأصَله: اطتلق. ; (انْطَلَقَ): انْحَلّ و- ذَهَبَ ومَرَّ. ويقال: انْطلقَ يفعل كذا: أخذ. و- الوجهُ أو اللّسان: صَار طَلْقًا. ; (تطلَّقَ): انْطلقَ. و- الظبيُ ونحوه: مرَّ سريعًا لا يَلْوي على شيء. و- الخيلُ: مَضَتْ إلى الغاية في السّباق طَلَقًا لَمْ تحْبَس. و- الفرسُ ونحوُه: بال بعد الجري. ; (استَطلقَ): تطلّقَ. و- بطنهُ: مشي. و- الشيءَ: استعْجَلَه، أو طلب إِطلاقهُ، يقال: استطلق من صاحب الدِّين كذا. ; (الطَّالِقُ) - يقال: امرأة طالِق: محرَّرة من قَيْدِ الزواج. وناقة أو شاةَُ طالِق: مرسلة ترعى حيث شاءت. (ج) طُلَّق، وطوالقُ. ; (الطالِقَةُ) من النساء، أو النوقِ، أو الشياهِ: الطَّالِقُ. و- من الليالي: الخالية من الحرّ والبرد و كلّ أذى. (ج) طوالقُ. ; (الطَّلاقُ): التَّطْلِيقُ. و- (في الشرع): رَفْعُ قيد النكاح المنعقد بين الزوجين بألفاظ مخصوصة. ; (الطَّلْقُ): المُطْلَقُ غيرُ المقيد. ويقال. رَجُل طَلْقُ اليد، أو اليدين: سَمْح سَخِيّ. وفرَس طلْقُ اليد: ليس فيها تحْجيل. و- الظبي، لسرعة عَدْوه. و- كلبُ الصيد؛ لسرعة عَدوهِ على الصيد. و- من الوجوه: المنطلق الضاحك. و- من الألسِنة: المنطلقُ الحديدُ الفصيحُ العَذْبُ المنطِق. و- من الأيام والليالي: المشرق الخالي من الحرّ والبرد والمطر والريح وكل أذى. و- وجَعُ الولادة. و- نبت يُستعمَل في الأصَباغ. و- حَجَرٌ برَّاقٌ شفّاف ذو أطباق يتشظّى إِذا دُقّ صفائح، ويُطحَنُ فيكون مسحوقًا أبيضَ يُذرّ على الجسد فيكسبه بردا ونعومة. (مع). ; (الطّلْقُ): المُطْلَق، أو المُطلقُ الذي يتمكن صَاحبُهُ فيه من جميع التصرفات. و- الحلالُ. يقال: افعل كذا طِلقًا لك. وأنت طِلْق منه: خارج بريء. و- من الوجوه أَو الألسنة: الطَّلْقُ. ; (الطُّلُقُ): المُطْلَق. يقال: بعير أو ناقة طُلُق. و- من الوجوه أو الألسنة: الطَّلْقُ. ; (الطَّلَقُ): الشَّوْطُ. و- النصيب. و- المِعَى. وَالقِتْبُ: أي ما استدار من البطن. (ج) أطلاق. ; (الطَّلِقُ): ذو الطلاقة. أو- من الوجوه و الألسنة: الطِّلْقُ. ; (الطُّلَق) - يقال: لسان طُلَقٌ: ذو حِدّة. ; (الطَّلْقَةُ): المرّة من الطَّلْق، أَو الطّلاق، أو الإطلاق. و- من الليالي: الطَّلْق. ; (الطُّلَقَةُ) من الرجال: الكثير التطليق للنساء. ; (الطلاقُ): الطُّلَقَةُ. ; (الطَّلِّيقُ): الطُّلَقةُ. ; (الطَّلِيقُ) من الوجوه والألسنة: الطَّلْقُ. و- المُطْلَقُ أو الأسيرُ أُطْلِقَ وترك وشأنه. و- من الناس: العتيقُ. و- الذي أُدخل في الإسلام كَرْهًا.(ج) طُلَقَاء. وطَلِيقُ الإله: الريح. ; (المِطْلاقُ): الطُّلَقَةُ. و- من النوق ونحوها: الطَّالِقُ. (ج) مَطاليق. ; (المُطْلَقُ): ما لا يُقيَّد بقيد أو شرط. و- غير المعيّن. و- من الأحكام: ما لا يقع فيه استثناء. و- من الماء (عند الفقهاء): ما بقِيَ على أصَل خلقته ولم تخالطه نجاسة ولم يغلِبْ عليه شيء ظاهر. و- من الخيل: الخالي من التحجيل في إحدى قوائمه أَو الاثنتين. ; (المُطَلِّقُ): الذي يريد أن يسابق بفرَسِهِ.
طل|طلل,(طَلَّ) دَمُ القتيل -ِ طَلاًّ، وطُلُولاً: هَدَرَ وبَطَلَ ولم يُثأرْ به ولم تُؤْخَذْ ديتُه. و- الأرضُ ونحوُها: أصابها الطَّلُّ. و- اللبنُ ونحوه: قلَّ. و- دمَ فلان -ُ طَلاًّ: أهدرَه وأبطله. و- فلانا: مَطَله وسعى في بُطلان حقّه. و- فلانا حقَّه: منعه إِياه وسعى في بطلانه. و- المطرُ الأرضَ ونحوها: أصَابها وقطرَ عليها. و- الشيءَ الدُّهن وغيره: طَلاهُ. و- الإبلَ ونحوَها: ساقَها سَوْقًا عنيفا. ; (طُلَّ) دَمُهُ طَلاًّ: طَلّ. وهذا أكثر استعمالا من المبني للمعلوم. فهو مطلول. و- الأرضُ ونحوُها: أصابها الطّلُّ، فهي مطلولة. ; (طَلَّ) -َ طَلاًّ، وطَلاَلة: حَسُن وأعْجَب. و- فلانٌ: ابتهَجَ وفَرِحَ. ; (أطلّ): أشْرَفَ. ويقال: أطلَّ عليه. و- دَنا وقرُبَ. و- على حَقّه: غلبهُ عليه. و- عليه بالأذَى ونحوِه: دام كل إِيذائه. و- دَمَ القتيل: طلَّهُ. ويقال: أُطِلَّ دَمُه بالبناء للمجهول. ; (تَطلَّلَتِ) الأرض: نَبَتَتْ ولم يَطَأْها أحَدٌ. ; (اسْتَطَل) عليه: أَطَلّ. و- الفَرَسُ ونحوُهُ ذَنَبَهُ: نصَبَهُ. ويقال: اسْتَطَلَّ الفَرَسُ بذَنبه. ; (الطَّلالَةُ) الحُسْنُ والبَهْجَةُ. و- الفَرَحُ والسُّرورُ. و: شَخْصُ كلّ شيء. و- الشّاخِصُ من آثار الدَّار ونحوها. ; (الطَّلُّ): الحَسَنُ المُعْجِبُ من كلّ شيء. و- المَطَر الخفيفُ يكون له أثر قليلٌ. وفي التنزيل العزيز: فَإنْ لَمْ يُصِبْهَا وَابلٌ فَطَلٌّ. و- الندى الذي ترسله عُرُوقُ الشجر إلى غُصُونِها. و- اللبَنُ. و- الكبير السنّ. (ج) طِلالٌ، وطِلَلٌ. ; (الطِّلُّ): الباطِلُ. ; (الطَّلَلُ): ما بقي شَاخصًا من آثار الدِّيار ونحوها. و- من الدَّار ونحوها: مَوضِعٌ مرتفع في صَحْنها يُهَيَّأ لمجلِس أهْلِها، أو يُوضَعُ. عليه المأكَلُ والمشرَبُ. و- من السفينة أو السيارة ونحوهما: غِطاءٌ تُغَشّى به كالسّقْفِ. (ج) أطلالُ، و طُلُولٌ. ; (الطُّلاَّءُ) وأصَله الطُّلاَّلُ: الدمُ المَطْلُولُ. ; (الطَّلَّةُ): المرأة. و- من الأرض و نحوها: ما بَلَّهُ الطَّلُّ. و- النَّعْمَةُ في المَطعَم والملبَس. و- الخمرةُ اللّذِيذةُ أو السَّلِسَةُ. و- ذات الرائحة الزكية. ; (الطُّلّةُ) الشَّرْبةُ من اللَّبَن. و- العُنُقُ. (ج) طُلَلٌ. ; (الطَّلِيلُ): المَطْلُولُ. و- الحَصيرُ المَنسُوجُ من سَعَف الدَّوْمِ أَو من قُشوره. و- الخَلَقُ. (ج) أَطِلَّةٌ، وطُلُلٌ. وطِلَّةٌ. وهنّ طلائلُ. ; (المُطِلُّ) من الأمُور: غَير المُسْتَقِرّ. يقال: أمْر مُطِلٌّ. ; (المطلولُ): اللَّبَنُ المَحْضُ فَوْقَهُ رغوةَُ مَصبوب عليه ماء، فتحسَبهُ طيبا، وهو لا خير فيه.
طلم,(طَلَمَه) -ُ طَلْمًا: ضَربَهُ بكَفِّهِْ مَبْسُوطة. و- الخُبْزَةَ: سوَّاهَا وعَدَّلها. ; (طَلَّمَ) الخُبْزَةَ ونحوَها: طَلَمَها. و- العَرَقَ عن جبينه: مَسَحَه. ; (الطُّلْمُ): الخِوَانُ يُبْسَطُ عليه الخُبْزُ. ; (الطَّلَمُ): وَسَخُ الأسنانِ من إهمال تنظيفها. ; (الطُّلْمَةُ): الخُبزة تُنْضَجُ في المَلَّة؛ وهي الرمادُ الحار. و- حَجَرٌ عريضٌ يُنْصَب كالطابَقِ ويُخْبَز عليه. (ج) طُلَمٌ. ; (المطْلَمةُ): آلة تُبسَط بها الخبزةُ قبل إنضاجها.
طلمس,(طَلْمسَ): طَلْسَمَ، أي قَطّبَ وجهَه. و- الكتابَ ونحوَه: محاه أو طلسه. ; (اطْلَمَّسَ) الليلُ: أَظلم أو اشتدت ظُلْمَتُه. ; (الطِّلْمِسَاءُ): الظلمةُ الشديدةُ. و- الأرضُ التي ليس بها منار ولا عَلَمٌ. و- السَّحاب الرقيقُ.
طلا|طلو,(طَلاَ) -ُ طَلْوًا، وطَلاوةً: أبْطَأ. و- الظَّبْيَ ونحوَه طَلْوًا: رَبَطهُ وحَبَسه. ; (طَلِيَتْ) أسنانهُ -َ طلاًّ: علاها القَلَحُ؛ وهو الصُّفْرَةُ. ويقال: طَلِيَ فمُهُ. و- كانت به طُلاَوةَ ٌ. و- جَفَّ ريقه من العَطَش. ; (أطْلَتِ) الظَّبْيَة: جاءت بطَلا أو أكثرَ. و- فلانٌ ونحوُهُ: مالت عُنقُه إلى أحد الجانبين. وقيل: ما أطْلَى نَبيٌ قَطّ: ما مَالَ إلى هواه. ; (الطَّلا): الصغيرُ من كل شيء. و- الولدُ من الناس والبهائم والوحش من حين يُولدُ إلى أن يتشدد. و- وَلَدُ الظَّبية. و- الرِّيقُ يجفّ بالفم، أو على الأسنان من عطشٍ أو جوع أو مرضِ أَو غيره. (ج) أَطْلاَءْ، وطِلاَءٌ، وطُليُّ. ; (الطُّلاَةُ): العُنُقُ، أَو صَفْحَتُة. (ج) طُلًى. ; (الطِّلاوَةُ): الحُسْنُ والرَّوْنَق. و- جلْدة رقيقة فوق اللبَن أو الدَّم. و.- بقِيَّةُ الطَّعام في الفم. ; (الطُّلاَوة): كل ما يُطلَى به. و- الطُّحْلُب. و- من الكلإ ونحوه: القليلُ. ; (الطِّلْوُ): الذِّئْب. و- القانِصُ اللَّطِيفُ الجسمِ، شُبِّه بالذئب. و- الحبلُ الذي يشد به رجل الطَّلا إلى الوَتِدِ. (ج) أطلاء، وطِلاءٌ. ; (الطُّلَوَاءُ): الانتظارُ. و- الإبطاء. و- الطُّحلُبُ. ; (الطَّلَوَانُ): بياضٌ يعلو اللسانَ من مرض أَو عطش. ; (الطُّلْوَةُ): بياضُ الصُّبح. (ج) طُلًى. ; (الطِّلْوَة): الصغيرَةُ من الوحش ونحوه. و- الحَبلُ، أو قطعته ويقال: ما يُساوي طِلْوَة.
طلى|طلي,(طَلَى) الماءُ -ِ طلْيًا، وطِلاءً: طَحْلَبَ. و- الشيءَ بكذا: دَهَنَهُ بما يَستُرُهُ. و- الليلُ الآفَاقَ وغَيرها: غَشّاها بظُلْمَتِهِ. و- فلانا شَتَمَهُ. و- الظَّبْيَ: رَبَطَهُ برِجْلهِ وحَبَسَهُ. ; (طَلَّى) فلانٌ: غَنَّى. و- الشيءَ بكذا: بالغ في طَلْيه. ; (اطَّلَى) بكذا: ادَّهَنَ. ; (تَطَلَّى): مطاوع طَلاَّهُ. و- لزم اللهْو والطَّرَب. ; (الطُّلَّى): الشرْبة من اللَّبَن. ; (الطَّلاَّءُ): مَنْ يَطلي المعادِنَ ونحوها. ; (الطَّلى): وَلَدُ الظَّبْيَةِ ونحوه. و- المَطْليُّ بالقَطِرَانِ وغيره. (ج) أَطلاءٌ، وطِلاء. ; (الطِّلَى): مقْصورُ الطِّلاَء. و- اللَّذّةُ. ; (الطِّلاَءُ): كل ما طُلِيَ به كالهناء والقَطرَانِ والدُّهْن والطين. و- ما طُبخ من عَصير العنب. و- الفِضّة الخالِصَة. و- الحَبلُ تُرْبَطُ به رِجْلُ الطَّلاَ. ; (الطَّلْياء): الجَرْباء. و- من النُّوق ونحوها: المَطْلِيّةُ، و- خرقَةُ الحاِئض. ; (الطُّليانُ): قَلَحُ الأسنانِ، وهو صُفْرَتُها. ; (الطُّلْيةُ): الطُّلاة. و- صُوفَة ونحوها يُدْهَنُ بها الجَرَبُ ونحوُه. و- خِرقَةُ الحائض. (ج) طُلًى. ; (الطَّلِيّا): الجَربُ. و- قَرْحَةٌ شَبيهةٌ بالقُوباء تَخْرُج في جَنْبِ الإنسان. ; (المِطْلَى): أدَاة الطَّلْيِ. ; (المِطْلاءُ): المِطلَى. ; (المَطْلِيّ) - يقال: أمر مطليُّ: مُشْكِلٌ مُظْلِمٌ.
طمث,(طَمِثَتِ) المرأةُ -ِ طَمْثًا: حاضت أوّلَ ما تحيضَ. فهي طامث. (ج) طُمّث، وطوامثُ. و- المرأة: باشَرَهَا. وفي التنزيل: لَمْ يَطْمِثْهُنَّ إنْسٌ قبْلَهُمْ ولاَ جَانٌّ. ويقال: ما طَمَثَ هذا البعير حَبلٌ: ما مسّهُ عِقالٌ. وما طمث هذا المرْتَعَ أو هذه الرَّوْضَةَ أحدٌ قبلَنا. ; (الطَّمْثُ): دَمُ الحَيض. و- الدَّنسُ.
طمح,(طَمَحَ) الماءُ ونحوُهُ -َ طُمُوحًا، وطِماحًا: ارتفع. و- الدّابَّةُ: جمحت. و- بصرُه إليه: نظر. ويقال: طَمَحَ ببصره: رَفعه وحَدّقَ. و- بأنفهِ: تكبّر. و- إلى الأمر: تطلّع واستشرف. و- المرأةُ على زوجها: تركته وفرّت إلى أهلها. و- في الطّلَب: أبعد. ; (أَطمَحه): جاء يطمحُ. و- بَصرَه - إليه: رَفعه. ; (طَمَّحَ) الفَرَسُ ونحوهُ: رَفَعَ يديه. و- بالشيء في الهواء: رَماه. ; (الطَّامِحُ): كل مرتفع. و- من النساء: التي تُبْغِضُ زوجَها وتنظر إلى غيره. (ج) طَوَامِحُ. ; (الطَّمْحَة): المَرّةُ من الطموح. وطَمَحات الدَّهر: شَدَائده. ; (الطَّمّاحُ): الكثير الطُّموح. و- ذو الطَّرْفِ البعيد المرتفع. و- الشَّرِهُ. ; (الطَّمّاحَة): المرأُةُ تكُرُّ بنظرها يمينًا، وشمالا إلى غير زوجها. ; (الطَّموحُ): الكثيرُ الطُّموح. ويقال: بحَرٌ طَمُوحُ المَوْج: مرتفعُه. وبئر طموحُ الماءِ.
طمر,(طَمَرَ) -ِ طَمْرًا، وطُمُورًا: وثَب إلى أسفل. و- في الأرضِ ونحوها: ذَهَبَ واستخفى. و- على مِطمار فلان: حذا حذْوَه. و- الشيءَ طمْرًا: سَتره حيث لا يُدْرَى أو لا يُرَى. و- البئر: ردَمها. و- المَطمُورَةَ: مَلأَها بالطّعام أو غيره. ; (طَمِرَ) في ضِرْسِهِ: هَاجَ وجَعُه. ; (طَمِرَت) يدُه وغيرُها -َ طَمَرًا: وَرمَت وانتفَختْ. ; (أطمَرَهُ): طَمَرَه. ; (طَمَّرَهُ): بالغ في طَمْره. و- طَوَاه. و- السِّتْرَ ونحوَهُ: أرخاه. و- جمَعَه ورَكَمه و- أهْلَكه. ; (اطَّمَرَ) على فرسِه ونحوِه: وَثَبَ عليه من ورائه ورَكِبَه. و- الشيء: طمَره. ; (الطَّامِرُ) - طامر بن طامر: المجهول هو وأُبوه. ; (الطَّامُور): الصحيفة. (ج) طواميرُ. ; (طَمَار): المكان العالي المرتفعُ. ويقال: طَمَارٌ بالإعراب والتنوين. وبنات طمَار [بالكسر غير منونة]: الدواهي أو الشدائد. ; (الطِّمْرُ): الثوب الخَلَق البالي. (ج) أطْمَارٌ. ; (الطِّمِرُّ): الفرسُ الجوادُ الشديدُ العَدْوِ. ; (طُمُرَّةَُ) الشّباب: أوَّلُه. ; (الطُّومارُ): الطامورُ. (ج) طوامير. ; (المِطْمارُ): الخيط الذي يَّمَدُّ على البناءِ فيُبنى عليه؛ ويقال له: الإمامُ. ويقال: هو على مطمار أَبيه: أي يحتذي مثالَه. و- الرجلُ اللابس للأطْمَار. (ج) مَطاميرُ. ; (المِطْمَرُ): خَيْطُ البَنَّاء. ويقال: أَقِمِ المِطْمَرَ يا مُحَدِّثُ: قَوِّمْ الحديثَ وصَحِّحْ ألفاظَه ونقِّحْها واصَدُقْ فيه. (ج) مَطَامِرُ. ; (المَطْمُورة): مكان تحت الأرض قد هُيِّئ ليُطمَرَ فيه البُرُّ والفولُ ونحوُهُما. و- السِّجن. (ج) مَطَامِيرُ.
طمس,(طمَسَ) الشيءُ -ُ طُمُوسًا: تغيرت صورتُه. ويقال: طَمسَ القمرُ أو النّجمُ أو البَصَرُ نحوُه: ذَهَبَ ضَوْءه. و- القلب ونحوهُ: فسَدَ فلا يَعي شيئا. و- الشيءَ، وعليه -ِ طَمْسًا: شوّهه أو محاه وأزاله. يقال: طَمَسَت الريح الأثرَ. ويقال: طَمسَ الغيم الكواكبَ: حَجَبَ ضوْءها. وطَمَس عينَه، وعليها: أَعماها. وفي التنزيل العزيز: وَلَوْ نَشَاءُ لطَمَسْنَا على أعْيُنِهِمْ ; (طمَّسَهُ): مبالغة في طَمسَهُ. ; (انطَمَسَ): مطاوع طَمَسَه. ; (تطَمَّسَ): مطاوع طَمَّسهُ. ; (الطامِسُ) - يقال رسم طامس: دارسٌ. وطريق طامس: بعيد، لا مَسْلَكَ فيه. ونجمٌ طامس: ذاهبُ الضَّوءِ. (ج) طَوامِسُ. ويقال: رجل طامس القلبِ: فاسدُه لا يَعي شيئا. ; (الطمِيس): المَطمُوسُ. و- الأعمى لا يَبينُ حَرْفُ جَفْنٍ عينه.
طمطم,(طَمْطَمَ) البحرُ: طَمَّ. وفلانٌ: سَبَحَ في الطَّمْطَام، أَو صَار فيه. و- في كلامه: لم يُفْصِح. ; (الطمَاطِمُ): نبات حَوْلي زراعي من الفصيلة الباذنجانية، يؤكل نِيئا أو مطبوخا. (د). ; (الطُّماطِمُ): الأعْجَم. ; (الطَّمْطَامُ): وَسَط البحرِ. و- النارُ العظيمة على التشبيه. ; (الطُّمْطُماني): الطُّماطِم. ; (الطُّمْطُمَانية): العُجْمة. وطُمطُمانية حِمْيرَ: ما في كلامهم من لهجة منكرة، كقَلْبِهم اللامَ في أَداة التعريف مِيما، فيقولون في طاب الهواء: طاب امْهَواءُ. ; (الطِّمْطِمُ): الطُّمَاطِمُ. ; (الطَّمْطَمَةُ): العُجمَةُ. ; (الطُّمْطُمِيَّ): الطُّمَاطِمُ.
طمع,(طَمِعَ) فيه، و به -َ طمَعًا، وطَمَاعًا، وطَمَاعِيَة: اشتهاه ورغب فيه. و- حَرَصَ عليه. ; (طَمُعَ) -ُ طَمَعًا، وطَمَاعَة: صار كثير الطمع. ; (أطْمَعَهُ): جعله يطمعُ. ; (طَمَّعَهُ): أطمعه. ويقال: طمَّعَ المَطر: بدأ ولكن لم يَجِئ منه إلا قليل. ويقال: كأن حديثَها تطميعُ قَطْر. ; (تَطَمَّعَ): مطاوع طمّعه. و- طَمِع. ; (الطمَعُ): الأمل والرجاء. وأكثر ما يُستعمَلُ فيما يقرُبُ حصولُه. (ج) أطْماعٌ. ; (الطَّمَّاعُ): الكثير الطَّمَع. ; (الطَّمُوعُ): الطَّمَّاعُ. ; (المِطْمَاعُ): الطَّمَّاع [يستوي فيه المذكر والمؤنث]. و- من النساء: التي تُطْمِعُ غيرها ولا تمكّن من نفسها. (ج) مَطَامِيعَ. ; (المَطْمَعُ): الطَّمَعُ. و- ما يَسْتدْعِي الطَّمَع. و- ما يُطْمَعُ فيه. و- الطائرُ الذي يوضع في وسطِ الشبكةِ أو غيرِها لإغراء الطيور بالوقوع فيها. (ج) مَطَامِعُ. ; (المَطمَعَة): المَطْمَعُ.
طمل,(طَمَل) فلانٌ -ُ طَمْلاً، وطُمولا: لم يُبَالِ ما صَنع. و- الجمل وغيرُه: سار سَيْرا عنيفا. و- الإبلَ وغيرَها طَملا: ساقها سَوْقًا عنيفا. و- الشيءَ: شدَّه وربَطه. و- الحصيرَ ونحوَه: نَسجَه وجعل فيه الخيوط. و- الشيءَ بكذا: لطّخه. يقال: طَمَل الدّمُ السهمَ. و- الصَّبَّاغ الثوبَ ونحوَه: أشبَع صَبْغَه. و- الخَبّاز الخُبْزَ: وَسَّعَه بالْمِطْمَلَةِ. ; (طَمِلَ) بكذا -َ طَمَلاً. تلَطَّخ. ; (أطْمَلَ) الكتابَ ونحوه: مَحَاه. ; (اطَّمَلَ) ما في الحَوْض ونحوه: أخرج ما فيه فلم يترك فيه قطرة. ; (انْطَمَلَ) فلان: شارَكَ اللصوص. ; (الطِّمْل): كلُّ شيء أسوَد. و- الثوبُ المُشْبَعُ صِبْغًا. و- القِلادة. و- الماء الكَدِرُ. و- الرجل الفاحشُ البذيء لا يبالي ما صَنَع، وما قال، وما قيل له. و- الأحمقُ. وَ الفقيرُ السَّيّئ الخُلُق والحال. و- الذئبُ الأطلس الخفيّ الشَّخص. و- اللّصُّ. (ج) طُمُولٌ، وأَطمال. ; (الطَّمْلَة): ما بقي في أسفل الحوض من الماء الكَدِر أو الطين الرقيق. ; (الطَّمَلَةُ): الطَّمْلة. ; (الطِّمْلة): المرأة الضعيفة. (ج) طِمَلٌ. ; (الطَّمُولُ) من الرجال: الطِّمْل. ; (الطَّمِيلُ) من الناس وغيرهم: الملطوخُ بدَم أَو بقبيح. و- الخُبْزُ الموسَّع بالمِطْمَلَةِ. و- الحصيرُ. و- ماءُ الحَمْأَةِ. و- الخفيَّ الشأنِ. و- النَّصْلُ العريضُ. ; (الطَّمِيلَة): مؤْنث الطَّمِيل. ; (المِطْمَلَة). المِطْلَمة، وهي خشَبَة أَو نحوها يُوَسَّع بها الخُبْز. (ج) مَطَامِل.
طم|طمم,(طَمَّ) الشيءُ -ِ طُمُومًا: كثُرَ حتى عَظُمَ أو عَمَّ. ويقال: طَمَّ البحرُ والماءُ، وطَمّ الأمر، طَمَّث الفتنة أو الشّدّة. و- الفرس غيره في سيره: خَفَّ وأسرع. و- الشيءَ، وعليه -ُ طَمًّا: غمَرَهُ وغَطّاه. يقال: طمَّ التراب البئر. و- فلانٌ الحفرةَ بالترابِ ونحوه: رَدَمَهَا وسوّاها بالأرض. و- الإناءَ وغيرَه: مَلأَه حتى فاضَ. و- شَعْرَهُ: جَزّهُ واستأصله. ; (أطَمَّ) شَعْره: حان له أن يُحْلَقَ. ; (طَمَّمَ) الطائر: وقع على غصن. ; (اسْتَطَّم) شعره: أطمّ. ; (الطَّامُّ): الشيء العظيمُ. و- الماء الكَثير ; (الطّامّة): القيامة. وفي التنزيل العزيز: فَإذَا جَاءَتِ الطّامةُ الكُبْرَى يَوْمَ يتَذَكرُ الإنْسَانُ مَا سَعَى. و- الداهية تفوق ما سواها. ; (الطَمُّ): البحر. ; (الطَّمُّ): الماءُ الكثَير. و- العدد الكثير. و- العَجَبُ العجيب. و- الفرس الجَوَاد. و- الظلِيم. ويقال: جاءهم الطّمّ والرِّمُّ: أتاهم الشيء الكثير والقليل. ; (الطُّمَّة): الضّلال الحَيْرة. و- القطعة من الكلإ: وأكثر ما يوصَفُ به اليبيس. و- القدرُ. و- من الناس ونحوهم: جماعتهم، أو مجتَمعُهُم، أو وَسَطهم. (ج) طُمَمٌ. ; (الطَّمُوم): من الخيل ونحوها: السريع يستوي فيه المذكر والمؤنث. ; (الطَّمِيمُ): المَطْمُومُ. و- الطَّمُوم وطمِيم الناس: أخلاطهم وكثرتُهم.
طمأن,(طَمأَنَهُ): سكَّنَه. و- خفضه وحَنَاه. و يقال: طأمَنَه، وطامَنَه. ; (اطْمأَنّ): سكن وثَبَتَ واسْتقر. يقال: اطمأنّ به القرار، واطمأن جالسًا. واطمأنّ القلب ونحوه: سَكن بعد انزعاج: ولم يقلق. و- المكان وغيرُه: انخفض وهَبَط. و- بالمكَان، وفيه: أقام واتَّخذه وَطَنًا. و- عَمَّا كان يفعله: تركه. ; (تَطَأْمَن): مطاوع طَأمنه، إذا سكن أَو انخفض. وتُخفَّفُ الهمزة، فيقال: تَطَامَن. ; (الطُّمأنينة): الاطمئنان. و- الثّقة وعدمُ القلق.
طما|طمو,(طمَا) الشيء -ُ طُمُوًّا: ارتفع. ويقال: طما الماء: ارتفع. ومَلأ النهر. - النهرُ ونحوه. امتلأ: وغزْر. و- النبت. طال وعلا. ويقَال: طمتَ همّته: سمت: و- المرأة بزوجها: نشزَت عليه. و- به الهمّ أَو غيره: اشتدَّ. و- بالغَويّ نفْسه: طَغَت. قال الأعشى: وكنت إذا نَفْسُ الغويّ طمتْ به صفعْت على العِرنين منه بمِيسَم
طمي,(الطمي): الطين يحمله السيل ويستقر على الأرض رطبا أو يابسا. وهو الغرين.
طنأ,(طَنَأَ) -َ طنْئًا، وطُنُوءا: اسْتحيا. و- فَجَر وزَنَى.
طنئ,(طَنِئَ) فلانٌ - طَنَأً: أخفى في نفسه ما يَستحيي أن يُبدِيَه. و- الحيوانُ: لَزِقَ طِحالُه بجَنْبِه. و- الإنسانَُ: حُمّ غِبًّا. و- عَظُمَ طحالُهُ من الحُمّى، فهو طَنِئٌ. ; (أطنَأَ): مال إلى الطِّنْءِ. و- مال إلى المنزل، أو إلى البساط فنام عليه كسَلا، أو إلى الحوض فشرب. ويقال: حَيَّةٌ لا تُطْنئُ لا تبقي على ملسوعها بل تقتُلْه من ساعتها. ; (الطَّنْءُ): الشكّ. و- الاتِّهامُ. و- الفُجُورُ. و- بقيّة الماء في الحوضِ ونحوه. و- بقية الروح والرَّمَق. الرَّمادُ الهامدُ. و- المنزلُ يبنى من حجارة ونحوها في الصحراء للمبيت فيه. و- مِصيدة لصيد السباع كالزُّبْيَةِ. (ج) أطْناءٌ.
