word,definition
عِلْمُ تَصْحِيحِ النُّطْقِ,علم يركز على علاج مشاكل النطق والتصحيح اللغوي [لغة]
التام,ضد الناقص، وهو الاسم الذي يشير إلى الكلمة أو العبارة كاملة ولا تحتاج إلى مزيد للتوضيح. [لغوي]
إلكتروني,يشير إلى النسخ الرقمية من الكتب أو المواد العلمية. [تكنولوجيا]
الهلال,مرحلة من مراحل القمر الشهرية تُظهر فيه الحدود الأضاءة بشكل قوس، في سياق علم الفلك.
ذكر,إحياء الذاكرة أو تكرار الاسم [لغة]
كِتابِيُّون,اسْمٌ يُطْلَقُ على اليَهُودِ أو النَّصَارى.
صِيغَةُ المَبنِيِّ للمَعْلُومِ,تعبر عن التركيب اللغوي الذي يكون فيه الفاعل مذكوراً بشكل واضح، وهو مجال [لغة]
الشياطين,مخلوقات روحية شريرة تُسبب الفتنة والضرر للإنسان [فلسفة]
صفر,عُنصُرٌ مفــتَرََضٌ يُســاعِد اللغــويَّ علــى تحليــل صِيغَــةٍ مــا دونَ أن يكــون لــه تَمثيــلٌ. يُستَعمل كثــرًا في النحــو. [لغة]
عزيز عليه,شديد صعب يغلب صبره [لغة]
العدل,مفهوم يعبر عن المساواة والإنصاف في التعامل [لغة]
سور,الحائط، وعادة ما يطلق على الحائط الذي يحيط بالمدينة أو مكان معين [لغة].
التعليم,عملية منظمة لإحداث تغيرات في معارف الفرد ومهاراته واتجاهاته من أجل تطوير متكامل في شخصيته. [تعليم]
شهادة الشاعر,تشير إلى اعتراف الشاعر بموهبة الشعر أو بمحتوى شعره وتأثيره. [لغة]
المعلم,الشخص الذي يقدم التعليم للآخرين [لغة]
شريعة,مجموعة من القوانين والتوجيهات التي مصدرها الوحي وتحدد سلوك الأفراد [دين]
مُتسلسلة لامبرت,تستخدم في الدوال اللوغاريتمية وتقريب مختلف القيم الرياضية. [نظرية الأعداد]
ابن عوف,اسم علم لشخصية تاريخية إسلامية، وهو أحد الصحابة المعروفين [تاريخ اسلامي]
عَفْصُ,مجموعة من المركبات الفينولية المعقدة المتواجدة في النباتات، وتتميز بقدرتها على ترسيب البروتينات، وتستخدم في مجالات مثل صناعة السيراميك والدهانات والمستحضرات الصيدلانية [الكيمياء العضوية].
مادة,كل شيء له كتلة ويشغل حيزا من الفضاء، تشمل العناصر والمركبات [علم].
قَاعِدَةُ بَيَان,مصطلح في صناعة المدونات اللغوية، يُشير إلى قاعدة بيانات تشمل الأسس المتبعة في قواعد البيانات. [لغة]
عُنصُرُ الاختيَارِ الحر,نوع من عناصر الاختبار حيث تكون الإجابة مفتوحة وغير مقيدة بصيغة محددة.
حَنْجَرِيٌّ/مِزْمَارِيٌّ,صوتٌ أو صفةٌ لصوتٍ مخرجُه الحَنجَرة، وينطق بإغاق المزماري أو تضييقه، كما يحدث في نطق الهمزة في العربية [لغة]
الإيمان,الاعتقاد الجازم بقلب الإنسان ومواءمته مع ما يقوله اللسان [توحيد]
قوة عطالة,هي القوة التي تحافظ على الجسم في حالة السكون أو الحركة المنتظمة ما لم تؤثر عليه قوة أخرى. [ميكانيكا كلاسيكية]
اللُّغَةُ المَرْحَلِيَّةُ,اللغة التي تعمل كوسيلة بين لغتين [لغة]
محدد خطوة برغي,أداة تستخدم لقياس خطوة الخيوط في البراغي، وتستخدم في مجالات الميكانيكا مثل [الميكانيكا التطبيقية]
المبادرة,العمل أو الجهد البدائي الذي يُبذل لتحقيق هدف معين. [لغة]
تمديد,زيادة حجم المادة أو اتساعها نتيجة للحرارة أو غيرها من العوامل، ويعتبر جزءًا من دراسة [الكيمياء الفيزيائية].
حقل جزئي فعلي,هو مجموعة جزئية فعلية من الحقل. [الجبر]
القدر,هو تقدير الله للأشياء قبل وجودها، وما قُدِّر لها من حوادث ومصائر [توحيد]
الإنكار التوبيخي,عدم قبول فعل شخص ما بطريقة موجهة أو تعبير عن خيبة أمل [اجتماعي]
طريقة لونية,التحليل الكمي لمادة ما، بمقارنة شدة اللون الناتج عن إضافة كاشف إلى عينة منها بشدة اللون الناتج عن إضافة هذا الكاشف إلى محاليل من المادة المعنية بتراكيز محددة [الكيمياء التحليلية]
خط K,خط مميز في طيف الأشعة السينية ينبثق من ذرة معينة نتيجة انتقال الطاقة بين مستويات الطاقة فيها. [فيزياء ذرية]
قِرَاءةٌ تَكْمِيلِيَّةٌ,قراءة تهدف إلى الإضافة إلى ما تم فهمه سابقاً [لغة]
البلاغة,فِي الْقَامُوس والتاج بلغ الرجل بلاغة إِذا كَانَ تبلغ بعبارته كنه مُرَاده على وزن كرم. وَهِي فِي اللُّغَة منبئ عَن الْوُصُول والانتهاء. وَعند أَرْبَاب الْمعَانِي البلاغة فِي الْكَلَام مطابقته لمقْتَضى الْحَال مَعَ فَصَاحَته. [لغة]
العقار,المنزل في البلاد [لغة]
ممكن,قابل للتحقيق أو الوصول [لغة]
الدليل التحقيقي,مَا يكون فِي نفس الْأَمر وَمُسلمًا عِنْد الْخَصْمَيْنِ [علم أصول الفقه]
وظائف اللغة,الوظائف الأساسية التي تؤديها اللغة وفقًا لما يراه الكثير من اللغويين [لغة]
التخشع,السكينة في التوجه إلى الله [لغة]
الفرق,المجموعات أو الطوائف التي تميزت في الفكر الديني [دين]
مركبة آلية,جهاز يتيح التنقل الذاتي ويعتمد على الدفع بواسطة محركات، ويستخدم في الطرق والوسائل المختلفة [الميكانيكا التطبيقية]
نوع,فئة من التصنيفات التي تشمل أصناف مختلفة من الأدب أو الكلام مثل الشعر أو القصة. [لغة]
نقطة بسيطة,نقطة في دالة لا تحتوي على خصائص متفردة أو مميزة، وبالتالي تُعتبر عادية [رياضيات]
مجموعة مُحَدَّبة,. مجموعة فرعية من الفضاء اإلقليدي، يظل الخط المرسوم بين أي نقطتين فيها داخل المجموعة الفرعية.
الكسور,هي أجزاء من العدد تستخدم في العمليات الحسابية. [رياضيات]
العلة الفاعلية,السبب الذي بواسطته يوجد الشيء [عقيدة]
الانتهاب,هو أخذ الشيء قهراً وبغلبة على أصحابه، وهو مصطلح يُستخدم في سياق الفقه الإسلامي. [فقه]
بَرَامِجُ المُعَالَجََةِ اللُّغَوِيَّةِ الطَّبِيعِيَّةِ,الأدوات والنظم المستخدمة لتصميم وتنفيذ معالجة اللغة الطبيعية [لغة]
حُسْبَانُ التَّوْسِيع,تحليل الدوال للخروج بعلاقات تناسبها في مجموعة معينة، يقع ضمن [تحليل الدوال].
اليوم,مدة زمنية محددة تساوي أربع وعشرين ساعة [لغة]
المادة,كل ما له كتلة وحجم، وتعتبر اللبنات الأساسية التي تتكون منها الأشياء في الكون [علم].
عمل إجبارى,مصطلح يُستعمل للدلالة على عمل يؤديه الفرد مُضطرًا تحت التهديد بالعقاب في حال عدم تنفيذه.
المعرفة,هي إدراك الشيء وفهمه [لغة]
الرُّمز الكتابي,إشارة إلى العلامات أو الرموز المستخدمة في الكتابة والتي تعبر عن المكونات الصوتية [لغة]
مرحلة العمليات المحسوسة,إحدى مراحل النمو المعرفي لدى الأطفال في نظرية بياغيه، حيث يتمكن الأطفال من التعامل مع العمليات المعقدة من خلال الملموسات [علم نفس]
عَضَلاتُ الوَجْهِ التَّعْبِيرِيَّةُ,العضَاتُ التي من خلالها تظهر مَامِحُ وَجــهِ المتكلّمِ للتعبير عن مَعانٍ معينةً. [لغة]
قَانُونُ التَّكْثِيفِ,قانون يرى أن الأشياء أو العناصر اللغوية التي يتم التدرب عليها بصورة مكثفة تبقى في الذهن مدة طويلة [لغة]
مكبول,يشير إلى حالة العجز أو فقدان الحرية [فلسفة]
استراتيجية الاستعجال,أسلوب مباشر في التواصل يسلكه متعلم اللغة الثانية إلى التواصل مستعيناً بالعيوب، أهمها تحجر الأخطاء، لكنه يشجّع المتعلم على الطاقة، وسرعة التعلم، ويحفزه إلى الاستفادة من المحتوى المقدم له. [لغة]
على حرد,على نكد من حاردت السنة: إذا لم يكن فيها مطر [لغة]
الرَّم,كلمة تقليل وتكثير، الأول مجاز، والثاني حقيقة مرغوبة [لغة]
الأسانيد,تشير إلى سلسلة الرواة الذين ينقلون الحديث، ويدل وصفها على قوة أو ضعف الحديث. [فقهي]
ضَغْطٌ لُغَوِيٌّ,مصطلح يشير إلى التأثير الذي تمارسه لغة معينة على أفراد مجتمع ثنائي اللغات، بحيث يكون التأثير أقوى من تأثير اللغات الأخرى. [لغة]
الواجب,في الدين: ما يُفرض على الشخص القيام به وفقاً للشريعة.
لجنة,مصطلح يدل على مجموعة من الأفراد يُعينون أو يُنتخبون لبحث موضوعات محددة، واتخاذ قرارات أو اقتراح توصيات بشأنها. [علم الاجتماع]
النمط الديموقراطي,أسلوب قيادي يشجع على مشاركة الأفراد في اتخاذ القرارات، مما يعزز من روح التعاون والالتزام. [علم النفس التنظيمي]
مجموعة البلاتين,مجموعة من العناصر الكيميائية تتضمن المعادن الانتقالية مثل الأوسميوم، تُستخدم في العديد من التطبيقات الصناعية.
كفتاح,اسم من أسماء الله تعالى، يستخدم للإشارة إلى دلالات العلم والمعرفة [أسماء الله وصفاته].
المحتسب,الشخص الذي يتولى وظيفة الحسبة، أي مراقبة الأعمال في الأسواق والمهن لضمان الالتزام بالمعايير الدينية والاجتماعية [فقه]
إحياء علوم الدين,كتاب يتناول موضوعات تتعلق بعلم الدين والأخلاق [فقه]
مُقرَّرٌ مُتَعَدِّدُ الأَبْعَادِ,مناهج أو برامج تعليمية تشمل جوانب متعددة ومختلفة. [تعليم]
الدابَّة,ما يطلق على جميع المخلوقات التي تتحرك على الأرض، خاصة الخيول والبغال والحمير [لغة، علم طبيعة]
الغلّة,كل ما يحصل من نحو ريع أرض أو كرائها أو من أجرة عمل فهو غلّة [اقتصاد]
الحروف,عناصر أساسية في تكوين الكلمات، تتكون منها اللغة المكتوبة [لغة]
اِسْتِضاءَةٌ,الاِنْتِفاعُ بِنُورِ المِصْباحِ أو الشَّمْسِ أو النّارِ أو نحوِ ذلك.
قانون فين في الانزياح,قانون يصف العلاقة بين درجة حرارة الجسم والإشعاع المنبعث [فيزياء حرارية]
الصَّلَاح,ضد الفساد وعمل الخير [فقه]
مِحْوَرٌ قُطْبِي,خط مستقيم في نظام الإحداثيات القطبية يستخدم كنقطة انطلاق لقياس الزوايا القطبية [الهندسة]
الاختلاط,يستخدم لوصف موقف يتضمن تداخل أو خلط بين أمور، ويشير في بعض الأحيان إلى الخلط بين الروايات أو الأحاديث في العلوم الشرعية.
النقيض,الشئ الذي يتناقض مع شيء آخر [لغة]
السَّجُنُ,تعويق الشخص ومنعه من الخروج لمهام حياته، مما يقتضي الحبس في مكان مخصص عن طريق السلطة الشرعية. [فقه]
الأيديولوجية اللغوية,[لغة]
طرائق التقريب,نظريات أو طرائق رياضية لمعالجة مسائل فيزيائية بغية الحصول على نتائج تقريبية [فيزياء رياضية]
مجرى الماء,مجرى الماء هو المسار الذي يسير فيه الماء طبيعياً أو من خلال قناة [لغة]
ترميز الواحد النشط,. طريقة لتحويل البيانات إلى مُتَّجهات تُعيَّن فيها جميع العناصر . باستثناء عنصر واحد يُعيَّن إلى إلى
فحولة,فحولة تشير إلى قدرة الشاعر على التعبير والمنافسة في فن الشعر [أدب]
العلّة,في الفلاسفة، هي ما يتوقف عليه وجود الشيء، وتنقسم إلى نوعين: العلة التامة والعلة الناقصة. [فلسفة]
الحلأ,يختص بالرطب [لغة]
كفارة,الإشارة إلى التعويض الشرعي الذي يجب دفعه عند حدوث خطأ معين مثل الفوائت من الصلاة، ويعتبر مصطلحًا فقهيًا.
سطح مغلق,سطح ليس له منحن يحده [الهندسة]
الطلاق البدعي,هو نوع من الطلاق الذي يتم بطرق غير متوافقة مع السنة، ويشمل عدة حالات مثل الطلاق أثناء الحيض أو في طهر جامع فيه الزوج، ويعتبر مخالفًا للأحكام الشرعية في [الفقه].
نترون بطيء,جسيم أولي لا تتعدى طاقته بضعة إلكترون فلط. [الفيزياء النووية]
موشور سقفي,جسم هندسي بصري يستخدم لتوجيه وتحليل الضوء، عادةً ما يكون له زوايا خاصة تتعلق بالبصريات والتشتت الضوئي [البصريات والضوئيات]
ناظم قطبي,خط أو مستقيم عمودي على المماس عند نقطة معينة على منحنى، يُستخدم في مجالات التحليل الهندسي [الهندسة]
زُمْرَةُ تَناظرات,مجموعة من التحويلات التي تمثل جميع تناظرات شكل معين؛ وهي تدل على العلاقات المتماثلة بين النقط في الفضاء [الجبر].
قسمة,قسمة هي توزيع الملكية بين عدد من الملاك، وتكون عادة عند حدوث تضارب بين حقوقهم. [فقه]
أخبرني,فعل يُستخدم للإشارة إلى إبلاغ أو نقل المعلومات، في مجال اللغة العربية.
مَعْلَمٌ تَأْشِيرِي,مَعْلَمٌ كاميٌّ أو كتــابيٌّ يَكشِــف عــن خصائــصَ أو سِــماتٍ في المتكلِّــم أو الكاتِــب. فالصــوتُ قــد يَنــمُّ عــن عُمُــر المتكلِّــمِ أو مســتوى تَعليمِــه أو مزِلتِــه الاجتماعية؛ والخَــطُّ قــد يــدُلّ علــى عُمــره أو جِنسِــه أو مزِلتِــه أو تخَصُّصِــه. [لغة]
إدراك,فهم الشيء واستيعابه [لغة]
العسر القرائي,مصطلح يُطلق على صعوبة القراءة ويشمل الأنماط المختلفة للأخطاء في القراءة، يتعلق بمجال [لغة]
لانهاية موجبة,مفهوم يشير إلى وصف نهاية كمية تكبر بلا حدود. [التفاضل والتكامل]
إباحة,تستخدم في السياقات الفقهية لإعطاء ترخيص لفعل شيء [فقه]
اسْتِثْنَ,حالَــةٌ اســتِثن مــن الأســماء أو الأفعــالِ أو الصفــات. [لغة]
الحقيقة,تعني الشيء المعلوم والثابت، وهي تستخدم في مجالات عدة منها الفلسفة والبحث والمعرفة [فلسفة]
السّفر,هو قطع المسافة، وفي الشرع يعني الخروج عن بيوت المصر لقصد مسيرة ثلاثة أيام، الميدان: [فقه]
الفضيلة,السلوك الجيد الذي يُعتبر مثالاً يحتذى به [أخلاق]
صَلَاة الْبَرَاءَة,هِيَ الَّتِي تفعل لَيْلَة نصف شعْبَان. [فقهي]
كاي-تربيع,توزيع احتمالي يستخدم في الإحصاءات، خاصة لاختبار الفرضيات المتعلقة بالتوزيعات [الإحصاء]
محلول,خليط متجانس يتكون من مادتين أو أكثر، حيث يتم إذابة مادة (مذاب) في أخرى (مذيب) [علم كيميائي]
منحنى ROC,تمثيل رسومي يوضح أداء النموذج في تصنيف الفئات، يستخدم لمقارنة نسب الإيجابيات الحقيقية والسلبية الخاطئة في [التعلم الآلي].
شرط التكرارية,هو شرط يتعلق بإجراء القياس، يقضي بأن يتم القياس تحت نفس الظروف، مثل نفس الإجراء، القائسين، أنظمة القياس، وشروط التشغيل، مما يضمن الحصول على نتائج متكررة وثابتة في مدى زمني قصير. [الميترولوجيا]
كبت,مصطلح يستعمل في التحليل النفسي للدلالة على وسيلة من وسائل الدفاع الأولية وظيفتها الإبعاد القسري للدوافع التي لا تتفق مع المعايير الاجتماعية السائدة، والذكريات والخبرات المؤلمة أو المخجلة التي تسبب القلق الشديد، من ساحة الشعور إلى ساحة اللاشعور [علم النفس السريري]
أهل السنة,فئة من المسلمين يتبعون السنة النبوية ويعتدلون في عقائدهم [دين]
أمراض الكلام,حالات طبية تؤثر على القدرة على التحدث، [طب]
مرشّح وتدي,جهاز يستخدم لتعديل شدة الإشعاع النافذ، يكتسب شكله من شكل الوتد ويستخدم في التطبيقات الكهرطيسية [الكهرومغناطيسية].
كيمياء,علم يدرس المواد والتفاعلات بينها ومكوناتها وتخليقها واستخداماتها [علم طبيعي]
طريقة استقصاء,أسلوب تعليمي يقوم على تعزيز قدرات المتعلم من خلال تطوير مهارات تحليلية وتركيبية، ويعتمد على تفاعل المتعلم مع المعلومات بدلاً من التركيز على التلقين والحفظ. [علم النفس التربوي]
رُخْصَةُ التَّاخِيرِ,إمكانية تأجيل فعل ما دون التأثير على الحكم الشرعي. [فقهي]
ازْدِرَاءٌ,يعني الاحتقار أو عدم التقدير، تستخدم في مجال علم الاجتماع [اجتماع]
الملك,هو الشخص الذي يحكم دولة أو إقليم ويملك السلطة [فقه]
أنبوب,سلسلة من الأشكال الأسطوانية تُستخدم لتوصيل أو نقل السوائل والغازات، وهو مفهوم ينتمي إلى [ميكانيكا الموائع]
الرقية,هي مجموعة من الآيات والأدعية التي يُستخدم لتحصين الشخص من السحر أو الأذى، في المجال الشرعي.
المعدوم,مفهوم يعني الشيء الذي لا وجود له.
الهَنْدَسَةُ الثَّائِيَّةُ الْبُعْدِ,هي فرع من فروع الهندسة الذي يدرس الأشكال الهندسية في مستوى ثنائي الأبعاد [الهندسة]
الإمام الأشعري,هو أحد العلماء البارزين في علم الكلام، ويعتبر مؤسس المذهب الأشعري [تاريخ الفكر الإسلامي]
إعادة الإنتاج,مصطلح يستعمل في التربية وعلم النفس للدلالة على عملية إعادة إنتاج عمل كان المتعلم قد تعلمه سابقاً، كالقيام بمهارة ما، أو تسميع قصيدة، أو إعادة رسم صورة [علم النفس التربوي]
استقلال خطّي,هو حالة في الجبر الخطي حيث تكون مجموعة من المتجهات ليست خطية ترتبط ببعضها، وبالتالي لا يمكن تمثيل أي متجه منها كتركيبة خطية من المتجهات الأخرى. [الجبر].
نَوْعٌ وَظِيفِيٌّ,نــوعُ الكلمــةِ أو صِنفُهــا الــذي يتحَــدَّد بحسَــب وَظيفَتِهــا في الجملــة. [لغة]
عمیل انتفاخ,مادة كيميائية تستخدم لزيادة حجم أو انتفاخ المواد في تركيبها أو استخدامها، خاصة في الصناعات الغذائية أو الكيميائية [الكيمياء الصناعية]
النَّقِيِعَة,ما يصنع من الطعام عند القدوم من سفرٍ [لغوي]
الثني التراكمي لأنبوب,عملية ثني الأنبوب في مواقع متعددة وتكرارها لمقاربة المنتج من الشكل المطلوب [الميكانيكا التطبيقية]
البلاط,كل شيء فرشت به الدار من حجر وغيره فهو بلاط. [عمارة]
الدين,ما يجب على الإنسان من فروض وعبادات تؤديه إلى ربه، ومن شعائر تؤثر في حياة الناس ومعاملاتهم، المجال: [فقه]
الْعِنِّينُ,مشكلة طبية تتعلق بالعجز الجنسي، تُشير إلى عدم القدرة على الانتصاب، مما قد يؤثر على العلاقات الزوجية والصحة النفسية. [طب]
خطوط,أشرطة أو مسارات تمتد عبر مساحة معينة [لغة]
جُمْلَةٌ اسْتِفْهَامِيَّةٌ,جملة تتضمن سؤالاً، تُستخدم فيها علامات الاستفهام وأدوات استفهام. [لغة]
سلخ الشهر,اليوم الأخير من الشهر [لغة]
المعقود عليه,الطرف أو العنصر الرئيسي في العقد، مثل الزوجة في عقد النكاح [فقه]
تَعْبِيرٌ ثَابِتٌ,وَصــفٌ يُطلَــق علــى التَّعبــراتِ الاصطِاحيــةِ، وهي أنمــاطٌ تعبريــةٌ خاصَّــةٌ تتمــزَّ بالثَّبــت، [لغة]
ثُنائِيَّا حَدٌ أَصَمَّانِ مُتَرَافِقان,زوج من العوامل الجبرية في الصيغة التربيعية التي لها خصائص محددة في التجميع والتحليل في علم الجبر.
الثعلب,حَيَوَان مَعْرُوف وَهِي الْأُنْثَى [بيئة]
فلق,بزوغ الصبح أو انقضاء الظلام، وتعني أيضًا الفراق أو التفرق [لغة]
علاقــةٌ جَدوَليــةٌ رَأسِيَّةٌ,العلاقة التي تُظهر كيف يمكن أن تُستبدل كلمة بأخرى في السياق اللغوي، مثل العلاقة بين الكلمات الإنجيلزية [لغة]
TF-IDF,طريقة تستخدم لتقييم أهمية كلمة معينة بالنسبة لوثيقة ضمن مجموعة من الوثائق، وتستخدم في [معالجة اللغة الطبيعية].
مجهر تباين الطور,أداة تستخدم لتكبير ورؤية تفاصيل الأجسام الشفافة التي ليس لها ألوان واضحة، تستخدم تقنية الفتحة الربع موجية وتُستخدم في [البصريات].
التضمين,إدخال معنى ضمن معنى آخر بحيث لا يظهر مباشرة [بلاغة]
الأعراض,الأعراض هي الخصائص أو العلامات التي تظهر على الكائنات الحية أو المواد، وتستخدم في السياق الطبي للتعبير عن حالتين صحيتين [طب].
حسرة,ندامة واغتمام على ما فات [لغة]
المعدات,أجهزة أو أدوات لأغراض خاصة، تستخدم في المجالات الخاصة والعمل مثل الصناعة والطب.
التلوين,استخدام أساليب مختلفة من الخطاب لتغيير أو تنويع المحتوى، مما يُعزز الفهم أو الجذب. [بلاغة]
تارتاليا,هو عالم رياضيات إيطالي معروف بحل المعادلات التكعيبية. [الرياضيات]
طالب,من يطلب شيئًا أو يسعى للحصول عليه. [لغة]
غول ثالثي,غول ترتبط فيه ذرة الكربون المتصلة بالجذر الغولي بثلاث ذرات كربون أخرى، مثل ثلاثي ميتيل الكربينول [الكيمياء العضوية]
الأمية,وصف يُطلق على الشخص الذي لا يحسن الكتابة ولا القراءة [لغة].
أخْطَاءٌ كَامِيَّةٌ,الأخطاء التي تحدث أثناء الكلام والتي تؤثر على جودة الأداء اللغوي [لغة]
مُبَرْهَنَةُ الْأُمْسِ السَّنَّة,هي مبرهنة تتعلق بالأسس العقدية، تُستخدم في مجال الجبر.
مواقِفَ طبيعيــة،,سياق يشير إلى حالات أو حالات طبيعية في مجال [علم البيئة]
غَرِيبُ القُرْآنِ,الأَلْفَاظُ القُرْآنِيَّةُ الَّتي تحْتَاجُ إِلَى بَيَانِ مَعْنَاهَا.
الإله,الكائن الواسع القوة والعلم، المستحق للعبادة، ويُعتبر في الإسلام واحدًا لا شريك له. [التوحيد]
الكتابة الفونيمية,نوعٌ من أنواع الكتابة الصوتية تعتمد على إحساس المتكلم بالفروق الصوتية. [لغة]
حاضن برميل,هيكل معدني مُصمم لتعليق برميل أسطواني وتدويره يدوياً إلى الوضع الأفقي بما يسمح باستجرار محتواه على المدى الطويل [ميكانيكا المواد]
سلامة المكلف,سلامة المكلف (المسلم البالغ العاقل) من الفسق وخوارم المروءة، وهي تعني خلو الشخص المسلم البالغ العاقل من ارتكاب الكبائر والإصرار على الصغائر، والفاسق هو من ارتكب ذلك. [فقهي]
ابنٌ,الذَّكَرُ الذي تَوَلَّدَ عن طَرِيقِ النَّسَبِ.
الْحَارِسُ,الشخص الذي يعمل على حماية الجيش، أو الناس، أو الأملاك. [فقه]
الإيجاد,هو كَون الشيء موجودًا أو إيجاد شيء من عدم [فلسفة]
مُتَسَلْسِلَةٌ تَوافُقِيَّة,هي المتسلسلة التي صيغتها تتوافق مع نسبة توافقية معينة، وتعتبر ذات أهمية في دراسة الرياضيات المتقدمة [التحليل الرياضي]
قيمة الكمية المقيسة,القيمة العددية الناتجة عن عملية القياس لخاصية معينة [الميترولوجيا]
سِيَاقٌ مَوْقِفِيٌّ/سِيَاقُ المَقَامِ,السياق الذي يركز على الظروف والموقف الذي يحدد المعنى. [لغوي]
الحار,ما تقوم به هوية الحرارة، ويعني وجود الحرارة في الذهن وما يتطلبه من تصورات فكرية.
برنامج,مجموعة من التعليمات أو الأوامر تُستخدم لإتمام مهام معينة على الأجهزة الحاسوبية.
ردّ المسلم,استعمال تعبير آخر هو: ردٌّ أو إرجاع المسلم، أو المسلمة، وغيرهما إلى دار الكفر. [فقه]
الآذان,إعلام الناس بدخول وقت الصلاة من خلال رفع الصوت. يُستخدم في سياق العبادة الإسلامية. [فقه]
نقد أدبي تحليلي نفسي,مصطلح يُستعمل في الأدب وعلم النفس للدلالة على منهج لدراسة النصوص الأدبية يُعنى بإبراز الأعراض اللاشعورية التي ينطوي عليها نص الكاتب [علم النفس الأدبي]
فكّ,مصدر للفعل يعبر عن فصل شيء بعد أن كان ملتحمًا أو مترابطًا [لغة]
إحداثيات محلية,منظومة إحداثيات حول نقطة تنشأ عندما يكون الفضاء الشامل إقليديا محليا. [الهندسة]
الجمع,مصطلح يدل على الكثرة أو العدد من شيء واحد [لغة]
قوة جاذبة,خاصية في المواد، تعني جذب الأجسام نحوها بفعل القوة. [فيزيائية]
المطامع,الرغبة الشديدة في الحصول على أمر ما. [تربية والسلوك]
الدلالة,الإشارة أو المعنى الذي تحمله الكلمة أو العبارة [لغة]
طاقة حركية,الطاقة التي يولدها الجسم عندما يؤدي عملاً ما، حيث إن حركة الجسم هي التي تنتج طاقته الحركية [علم الفيزياء]
تيار التسرب,تدفق غير مرغوب فيه للتيار عبر مادة عازلة أو فوق سطحها. [كهرباء]
تَرَحُّمٌ,الدُّعاءُ بِالرَّحْمَةِ لِغَيْرِه.
التّنّورُ,مصطلح غربي ظهر في أوروبا في العصر الحديث، تعبيراً عن الفكر الليبرالي البورجوازي ذي النزعة المادية العقلية، والتجريبية التي تسعى إلى إحلال الطبيعة، والعقل محل الفكر الغيبي في تفسير ظواهر العالم، وقوانينه. [ثقافة]
المسلمين,جمع مسلم، ويدل على من يتبعون دين الإسلام، ويعبر عن الأشخاص الذين يؤمنون بالله وكتبه ورسله واليوم الآخر. [العقيدة]
قيمة ذاتية,عدد مخصص لمصفوفة يُعبر عن مقاييس معينة لها، ويكتسب أهمية خاصة في نظرية المصفوفات [الجبر]
المجمــع,هي هيئة تُعنى بتطوير اللغة وعلومها [لغة]
علم النحو,علم يختص بدراسة قواعد اللغة العربية وكيفية تركيب الجمل، ويستخدم في سياق دراسة اللغة العربية [لغة]
السحائل,وصف لما مضى عليه الحول، أي سنة كاملة، ويستخدم في تعبيرات مثل حال عليه الحول [لغة]
الاختصار,في اللغة: هو تقليل الكلام أو الشرح.
صراخ,الصوت العالي الناتج عن الألم أو الحزن، ويعتبر مكروه في حالة النياحة [فقه]
المفضل عليه,الذي يتم الإشارة إليه على أنه أقل من المفضل في صفة معينة [لغة]
برج حفر,إطار فوق حفرة مثل بئر النفط، لدعم آلية الحفر [الميكانيكا الانشائية]
السُنَّةُ الْمُؤَكَّدَة,سنن فعلها النبي ﷺ وواظب عليها في الحضر والسفر، مثل الوتر، وسنة الفجر، وقراءة سورة، أو آية بعد الفاتحة في الصلاة. [فقه]
عمر,عمر بن الخطاب هو أحد الصحابة وثاني الخلفاء الراشدين، وهو معروف بشجاعته وعدله. [تاريخ]
عدد كمومي قطري,عدد يستخدم في فيزياء الكم لوصف مستوى الطاقة لنظام معين. [ميكانيكا الكم]
ذكاء فائق,مستوى عالٍ من القدرات العقلية يتمتع به 15% من الناس، حيث يزيد حاصل ذكاء هؤلاء على 120 في مقياس ستانفورد-بينيه [علم النفس المعرفي]
عنصر,مادة نقية لا يمكن تحليلها إلى مواد أبسط، ويمثل نوعًا محددًا من الذرات [كيمياء]
التوحيد,مفهوم الإيمان بواحدية الله وعدم وجود شركاء له في الألوهية [عقيدة]
مرآة,سطح صقيل يعكس جزءًا كبيرًا من الضوء الوارد عليه. [بصريات]
جهاز إسقاط خلفي,جهاز يستخدم لعرض الصور على سطح معين من خلال عدسات تسيطر على الشعاع الضوئي. [البصريات والضوئيات]
التعقيب,القدرة على متابعة شيء بناءً على شيء آخر [لغة]
تعجب,الشعور بالدهشة أو الاستغراب [لغة]
المتقابلان,هُمَا الْأَمْرَانِ اللَّذَان لَا يَجْتَمِعَانِ فِي شَيْء وَاحِد من جِهَة وَاحِدَة [لغة]
نقطة الأصهري,النقطة، على مخطط الأطوار، الدالة على المركب أو عن نمط أو عن سلوك الأصهري وعلى درجة انصهاره [الكيمياء التحليلية]
الضَّرُورِيّ,يعني ما هو أساس وملزم في المعرفة، بحيث يُفترض أن يكون واضحًا ولا يحتاج إلى دليل إضافي. [علم]
الموقع الإلكتروني,الموقع الإلكتروني هو المنصة الرقمية التي توفر إصدارات المدينة للقراء. [علمي]
السامي,ما يتعلق بالنسب أو القوميات السامية مثل العرب والعبريين [لغة]
إبراهيم,أحد الأنبياء العظام في الإسلام، يُعتبر أبا الأنبياء، وأمة تتبع تعاليمه، [الأنبياء]
الجرح,وصف الراوي بما يمنع من قبول روايته، وقد يتدرج من الأخف إلى الأشد. [حديث]
الاستحسان,العدول عن موجب قياس إلى قياس أقوى منه [الأصولية]
